資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
17526,綜合所得稅主要所得占所得總額百分之五十以上戶數各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/17526,"縣市別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/5721102671.CSV,CSV,UTF-8
17527,綜合所得稅主要所得占所得總額百分之五十以上戶數百分比10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17527,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211032071.CSV,CSV,UTF-8
17528,綜合所得稅主要所得占所得總額百分之五十以上戶數百分比20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17528,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211033071.CSV,CSV,UTF-8
17529,綜合所得稅主要所得占所得總額百分之五十以上戶數百分比5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17529,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211034171.CSV,CSV,UTF-8
17530,綜合所得稅主要所得占所得總額百分之五十以上戶數百分比各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/17530,"級距：萬元,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211035371.CSV,CSV,UTF-8
17531,綜合所得稅主要所得占所得總額百分之五十以上戶數百分比各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/17531,"縣市別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/5721104371.CSV,CSV,UTF-8
17532,綜合所得稅主要所得占所得總額百分之五十以上戶數單項分配10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17532,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211021771.CSV,CSV,UTF-8
17533,綜合所得稅主要所得占所得總額百分之五十以上戶數單項分配20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17533,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211022971.CSV,CSV,UTF-8
17534,綜合所得稅主要所得占所得總額百分之五十以上戶數單項分配5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17534,"分位別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211024071.CSV,CSV,UTF-8
17535,綜合所得稅主要所得占所得總額百分之五十以上戶數單項分配各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/17535,"級距：萬元,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/57211025271.CSV,CSV,UTF-8
17536,綜合所得稅主要所得占所得總額百分之五十以上戶數單項分配各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/17536,"縣市別,主要所得占百分之五十以上之戶數,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,主要所得不在百分之五十以上之戶數",http://www.fia.gov.tw/public/Attachment/5721103871.CSV,CSV,UTF-8
17537,綜合所得稅主要所得占綜合所得總額百分之八十以上戶數所得稅率申報統計表,財政部財政資訊中心,data.gov.tw/node/17537,"各類所得,戶數,綜合所得總額,所得淨額,應納稅額,平均稅率,有效稅率",http://www.fia.gov.tw/public/Attachment/57211073671.CSV,CSV,UTF-8
17538,綜合所得稅主要所得占綜合所得總額百分之五十以上戶數所得稅率申報統計表,財政部財政資訊中心,data.gov.tw/node/17538,"各類所得,戶數,綜合所得總額,所得淨額,應納稅額,平均稅率,有效稅率",http://www.fia.gov.tw/public/Attachment/57211072571.CSV,CSV,UTF-8
17539,綜合所得稅申報退稅與自繳案件經核定為補退稅案件戶數金額10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17539,"分位別,納稅單位,申報退稅案件戶數,申報退稅案件金額,申報退稅後經核定再退稅戶數,申報退稅後經核定再退稅金額,申報退稅後經核定再補稅戶數,申報退稅後經核定再補稅金額,申報退稅後經核定不補退戶數,自繳案件戶數,自繳案件金額,自繳後經核定再退稅戶數,自繳後經核定再退稅金額,自繳後經核定再補稅戶數,自繳後經核定再補稅金額,自繳後經核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114543071.CSV,CSV,UTF-8
17540,綜合所得稅申報退稅與自繳案件經核定為補退稅案件戶數金額20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17540,"分位別,納稅單位,申報退稅案件戶數,申報退稅案件金額,申報退稅後經核定再退稅戶數,申報退稅後經核定再退稅金額,申報退稅後經核定再補稅戶數,申報退稅後經核定再補稅金額,申報退稅後經核定不補退戶數,自繳案件戶數,自繳案件金額,自繳後經核定再退稅戶數,自繳後經核定再退稅金額,自繳後經核定再補稅戶數,自繳後經核定再補稅金額,自繳後經核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114545471.CSV,CSV,UTF-8
17541,綜合所得稅申報退稅與自繳案件經核定為補退稅案件戶數金額5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17541,"分位別,納稅單位,申報退稅案件戶數,申報退稅案件金額,申報退稅後經核定再退稅戶數,申報退稅後經核定再退稅金額,申報退稅後經核定再補稅戶數,申報退稅後經核定再補稅金額,申報退稅後經核定不補退戶數,自繳案件戶數,自繳案件金額,自繳後經核定再退稅戶數,自繳後經核定再退稅金額,自繳後經核定再補稅戶數,自繳後經核定再補稅金額,自繳後經核定不補退戶數",http://www.fia.gov.tw/public/Attachment/57211454471.CSV,CSV,UTF-8
17542,綜合所得稅申報退稅與自繳案件經核定為補退稅案件戶數金額各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/17542,"級距：萬元,納稅單位,申報退稅案件戶數,申報退稅案件金額,申報退稅後經核定再退稅戶數,申報退稅後經核定再退稅金額,申報退稅後經核定再補稅戶數,申報退稅後經核定再補稅金額,申報退稅後經核定不補退戶數,自繳案件戶數,自繳案件金額,自繳後經核定再退稅戶數,自繳後經核定再退稅金額,自繳後經核定再補稅戶數,自繳後經核定再補稅金額,自繳後經核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114534671.CSV,CSV,UTF-8
17543,綜合所得稅申報退稅與自繳案件經核定為補退稅案件戶數金額各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/17543,"縣市別,納稅單位,申報退稅案件戶數,申報退稅案件金額,申報退稅後經核定再退稅戶數,申報退稅後經核定再退稅金額,申報退稅後經核定再補稅戶數,申報退稅後經核定再補稅金額,申報退稅後經核定不補退戶數,自繳案件戶數,自繳案件金額,自繳後經核定再退稅戶數,自繳後經核定再退稅金額,自繳後經核定再補稅戶數,自繳後經核定再補稅金額,自繳後經核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114532971.CSV,CSV,UTF-8
17544,綜合所得稅申報稅籍狀況10分位分析統計表,財政部財政資訊中心,data.gov.tw/node/17544,"分位別,納稅單位,七十歲以上直系尊親屬免稅人數,其他免稅人數,免稅人數合計,平均人數,本人及配偶合計,本人及配偶百分比,扶養尊親屬合計,扶養尊親屬百分比,扶養兄弟姐妹合計,扶養兄弟姐妹百分比,扶養子女合計,扶養子女百分比,扶養其他親屬合計,扶養其他親屬百分比,大陸地區直系尊親屬合計,大陸地區直系尊親屬百分比,大陸地區兄弟姐妹合計,大陸地區兄弟姐妹百分比,大陸地區直系卑親屬合計,大陸地區直系卑親屬百分比,大陸地區其他親屬合計,大陸地區其他親屬百分比,大陸地區配偶合計,大陸地區配偶百分比,直系卑親屬(孫)合計,直系卑親屬(孫)百分比,重複申報扶養人數合計,重複申報扶養人數百分比,說明代號欄為C之人數合計,說明代號欄為C之人數百分比,申報扶養死亡人數合計,申報扶養死亡人數百分比,IDN給號重複人數合計,IDN給號重複人數百分比,IDN不合邏輯人數合計,IDN不合邏輯人數百分比,IDN不合邏輯戶數合計,IDN不合邏輯戶數百分比",http://www.fia.gov.tw/public/Attachment/572114481071.CSV,CSV,UTF-8
17545,綜合所得稅申報稅籍狀況20分位分析統計表,財政部財政資訊中心,data.gov.tw/node/17545,"分位別,納稅單位,七十歲以上直系尊親屬免稅人數,其他免稅人數,免稅人數合計,平均人數,本人及配偶合計,本人及配偶百分比,扶養尊親屬合計,扶養尊親屬百分比,扶養兄弟姐妹合計,扶養兄弟姐妹百分比,扶養子女合計,扶養子女百分比,扶養其他親屬合計,扶養其他親屬百分比,大陸地區直系尊親屬合計,大陸地區直系尊親屬百分比,大陸地區兄弟姐妹合計,大陸地區兄弟姐妹百分比,大陸地區直系卑親屬合計,大陸地區直系卑親屬百分比,大陸地區其他親屬合計,大陸地區其他親屬百分比,大陸地區配偶合計,大陸地區配偶百分比,直系卑親屬(孫)合計,直系卑親屬(孫)百分比,重複申報扶養人數合計,重複申報扶養人數百分比,說明代號欄為C之人數合計,說明代號欄為C之人數百分比,申報扶養死亡人數合計,申報扶養死亡人數百分比,IDN給號重複人數合計,IDN給號重複人數百分比,IDN不合邏輯人數合計,IDN不合邏輯人數百分比,IDN不合邏輯戶數合計,IDN不合邏輯戶數百分比",http://www.fia.gov.tw/public/Attachment/572114481971.CSV,CSV,UTF-8
17546,綜合所得稅申報稅籍狀況5分位分析統計表,財政部財政資訊中心,data.gov.tw/node/17546,"分位別,納稅單位,七十歲以上直系尊親屬免稅人數,其他免稅人數,免稅人數合計,平均人數,本人及配偶合計,本人及配偶百分比,扶養尊親屬合計,扶養尊親屬百分比,扶養兄弟姐妹合計,扶養兄弟姐妹百分比,扶養子女合計,扶養子女百分比,扶養其他親屬合計,扶養其他親屬百分比,大陸地區直系尊親屬合計,大陸地區直系尊親屬百分比,大陸地區兄弟姐妹合計,大陸地區兄弟姐妹百分比,大陸地區直系卑親屬合計,大陸地區直系卑親屬百分比,大陸地區其他親屬合計,大陸地區其他親屬百分比,大陸地區配偶合計,大陸地區配偶百分比,直系卑親屬(孫)合計,直系卑親屬(孫)百分比,重複申報扶養人數合計,重複申報扶養人數百分比,說明代號欄為C之人數合計,說明代號欄為C之人數百分比,申報扶養死亡人數合計,申報扶養死亡人數百分比,IDN給號重複人數合計,IDN給號重複人數百分比,IDN不合邏輯人數合計,IDN不合邏輯人數百分比,IDN不合邏輯戶數合計,IDN不合邏輯戶數百分比",http://www.fia.gov.tw/public/Attachment/5721144802.CSV,CSV,UTF-8
17547,綜合所得稅申報稅籍狀況各級距分析統計表,財政部財政資訊中心,data.gov.tw/node/17547,"分位別,納稅單位,七十歲以上直系尊親屬免人數,其他免稅人數,免稅人數合計,平均人數,本人及配偶合計,本人及配偶百分比,扶養尊親屬合計,扶養尊親屬百分比,扶養兄弟姐妹合計,扶養兄弟姐妹百分比,扶養子女合計,扶養子女百分比,扶養其他親屬合計,扶養其他親屬百分比,大陸地區直系尊親屬合計,大陸地區直系尊親屬百分比,大陸地區兄弟姐妹合計,大陸地區兄弟姐妹百分比,大陸地區直系卑親屬合計,大陸地區直系卑親屬百分比,大陸地區其他親屬合計,大陸地區其他親屬百分比,大陸地區配偶合計,大陸地區配偶百分比,直系卑親屬(孫)合計,直系卑親屬(孫)百分比,重複申報扶養人數合計,重複申報扶養人數百分比,說明代號欄為C之人數合計,說明代號欄為C之人數百分比,申報扶養死亡人數合計,申報扶養死亡人數百分比,IDN給號重複人數合計,IDN給號重複人數百分比,IDN不合邏輯人數合計,IDN不合邏輯人數百分比,IDN不合邏輯戶數合計,IDN不合邏輯戶數百分比",http://www.fia.gov.tw/public/Attachment/572114474971.CSV,CSV,UTF-8
17548,綜合所得稅申報稅籍狀況各縣市分析統計表,財政部財政資訊中心,data.gov.tw/node/17548,"縣市別,納稅單位,七十歲以上直系尊親屬免稅人數,其他免稅人數,免稅人數合計,平均人數,本人及配偶合計,本人及配偶百分比,扶養尊親屬合計,扶養尊親屬百分比,扶養兄弟姐妹合計,扶養兄弟姐妹百分比,扶養子女合計,扶養子女百分比,扶養其他親屬合計,扶養其他親屬百分比,大陸地區直系尊親屬合計,大陸地區直系尊親屬百分比,大陸地區兄弟姐妹合計,大陸地區兄弟姐妹百分比,大陸地區直系卑親屬合計,大陸地區直系卑親屬百分比,大陸地區其他親屬合計,大陸地區其他親屬百分比,大陸地區配偶合計,大陸地區配偶百分比,直系卑親屬(孫)合計,直系卑親屬(孫)百分比,重複申報扶養人數合計,重複申報扶養人數百分比,說明代號欄為C之人數合計,說明代號欄為C之人數百分比,申報扶養死亡人數合計,申報扶養死亡人數百分比,IDN給號重複人數合計,IDN給號重複人數百分比,IDN不合邏輯人數合計,IDN不合邏輯人數百分比,IDN不合邏輯戶數合計,IDN不合邏輯戶數百分比",http://www.fia.gov.tw/public/Attachment/572114474071.CSV,CSV,UTF-8
17549,綜合所得稅申報補退稅案件經核定為補退稅案件10分位統計表,財政部財政資訊中心,data.gov.tw/node/17549,"分位別,納稅單位,申報退稅案件-核定補稅件數,申報退稅案件-核定補稅金額,申報退稅案件-核定退稅件數,申報退稅案件-核定退稅金額,申報退稅案件-核定不補退件數,申報自繳案件-核定補稅件數,申報自繳案件-核定補稅金額,申報自繳案件-核定退稅件數,申報自繳案件-核定退稅金額,申報自繳案件-核定不補退件數,申報不補不退案件-核定補稅件數,申報不補不退案件-核定補稅金額,申報不補不退案件-核定退稅件數,申報不補不退案件-核定退稅金額,申報不補不退案件-核定不補退件數",http://www.fia.gov.tw/public/Attachment/572114462471.CSV,CSV,UTF-8
17550,綜合所得稅申報補退稅案件經核定為補退稅案件20分位統計表,財政部財政資訊中心,data.gov.tw/node/17550,"分位別,納稅單位,申報退稅案件-核定補稅件數,申報退稅案件-核定補稅金額,申報退稅案件-核定退稅件數,申報退稅案件-核定退稅金額,申報退稅案件-核定不補退件數,申報自繳案件-核定補稅件數,申報自繳案件-核定補稅金額,申報自繳案件-核定退稅件數,申報自繳案件-核定退稅金額,申報自繳案件-核定不補退件數,申報不補不退案件-核定補稅件數,申報不補不退案件-核定補稅金額,申報不補不退案件-核定退稅件數,申報不補不退案件-核定退稅金額,申報不補不退案件-核定不補退件數",http://www.fia.gov.tw/public/Attachment/572114463471.CSV,CSV,UTF-8
17551,綜合所得稅申報補退稅案件經核定為補退稅案件5分位統計表,財政部財政資訊中心,data.gov.tw/node/17551,"分位別,納稅單位,申報退稅案件-核定補稅件數,申報退稅案件-核定補稅金額,申報退稅案件-核定退稅件數,申報退稅案件-核定退稅金額,申報退稅案件-核定不補退件數,申報自繳案件-核定補稅件數,申報自繳案件-核定補稅金額,申報自繳案件-核定退稅件數,申報自繳案件-核定退稅金額,申報自繳案件-核定不補退件數,申報不補不退案件-核定補稅件數,申報不補不退案件-核定補稅金額,申報不補不退案件-核定退稅件數,申報不補不退案件-核定退稅金額,申報不補不退案件-核定不補退件數",http://www.fia.gov.tw/public/Attachment/572114461471.CSV,CSV,UTF-8
17552,綜合所得稅申報補退稅案件經核定為補退稅案件各級距統計表,財政部財政資訊中心,data.gov.tw/node/17552,"級距：萬元,納稅單位,申報退稅案件-核定補稅件數,申報退稅案件-核定補稅金額,申報退稅案件-核定退稅件數,申報退稅案件-核定退稅金額,申報退稅案件-核定不補退件數,申報自繳案件-核定補稅件數,申報自繳案件-核定補稅金額,申報自繳案件-核定退稅件數,申報自繳案件-核定退稅金額,申報自繳案件-核定不補退件數,申報不補不退案件-核定補稅件數,申報不補不退案件-核定補稅金額,申報不補不退案件-核定退稅件數,申報不補不退案件-核定退稅金額,申報不補不退案件-核定不補退件數",http://www.fia.gov.tw/public/Attachment/57211446271.CSV,CSV,UTF-8
17553,綜合所得稅申報補退稅案件經核定為補退稅案件各縣市統計表,財政部財政資訊中心,data.gov.tw/node/17553,"縣市別,納稅單位,申報退稅案件-核定補稅件數,申報退稅案件-核定補稅金額,申報退稅案件-核定退稅件數,申報退稅案件-核定退稅金額,申報退稅案件-核定不補退件數,申報自繳案件-核定補稅件數,申報自繳案件-核定補稅金額,申報自繳案件-核定退稅件數,申報自繳案件-核定退稅金額,申報自繳案件-核定不補退件數,申報不補不退案件-核定補稅件數,申報不補不退案件-核定補稅金額,申報不補不退案件-核定退稅件數,申報不補不退案件-核定退稅金額,申報不補不退案件-核定不補退件數",http://www.fia.gov.tw/public/Attachment/572114454871.CSV,CSV,UTF-8
17554,綜合所得稅申報資料內容不合邏輯戶數10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17554,"分位別,納稅單位,錯誤合計戶數,錯誤合計百分比,錯誤合計件數,錯誤合計百分比,所得總額件數,所得總額百分比,免稅人數件數,免稅人數百分比,身心障礙扣除額件數,身心障礙扣除額百分比,一般扣除額件數,一般扣除額百分比,薪資扣除額件數,薪資扣除額百分比,財產交易扣除件數,財產交易扣除百分比,儲蓄特別扣除件數,儲蓄特別扣除百分比,分離課稅所得件數,分離課稅所得百分比,投資抵減稅額件數,投資抵減稅額百分比,應納稅額件數,應納稅額百分比,計稅方式件數,計稅方式百分比,自繳稅額件數,自繳稅額百分比",http://www.fia.gov.tw/public/Attachment/572114472171.CSV,CSV,UTF-8
17555,綜合所得稅申報資料內容不合邏輯戶數20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17555,"分位別,納稅單位,錯誤合計戶數,錯誤合計百分比,錯誤合計件數,錯誤合計百分比,所得總額件數,所得總額百分比,免稅人數件數,免稅人數百分比,身心障礙扣除額件數,身心障礙扣除額百分比,一般扣除額件數,一般扣除額百分比,薪資扣除額件數,薪資扣除額百分比,財產交易扣除件數,財產交易扣除百分比,儲蓄特別扣除件數,儲蓄特別扣除百分比,分離課稅所得件數,分離課稅所得百分比,投資抵減稅額件數,投資抵減稅額百分比,應納稅額件數,應納稅額百分比,計稅方式件數,計稅方式百分比,自繳稅額件數,自繳稅額百分比",http://www.fia.gov.tw/public/Attachment/572114473071.CSV,CSV,UTF-8
17556,綜合所得稅申報資料內容不合邏輯戶數5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17556,"分位別,納稅單位,錯誤合計戶數,錯誤合計百分比,錯誤合計件數,錯誤合計百分比,所得總額件數,所得總額百分比,免稅人數件數,免稅人數百分比,身心障礙扣除額件數,身心障礙扣除額百分比,一般扣除額件數,一般扣除額百分比,薪資扣除額件數,薪資扣除額百分比,財產交易扣除件數,財產交易扣除百分比,儲蓄特別扣除件數,儲蓄特別扣除百分比,分離課稅所得件數,分離課稅所得百分比,投資抵減稅額件數,投資抵減稅額百分比,應納稅額件數,應納稅額百分比,計稅方式件數,計稅方式百分比,自繳稅額件數,自繳稅額百分比",http://www.fia.gov.tw/public/Attachment/57211447571.CSV,CSV,UTF-8
17557,綜合所得稅申報資料內容不合邏輯戶數各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/17557,"級距：萬元,納稅單位,錯誤合計戶數,錯誤合計百分比,錯誤合計件數,錯誤合計百分比,所得總額件數,所得總額百分比,免稅人數件數,免稅人數百分比,身心障礙扣除額件數,身心障礙扣除額百分比,一般扣除額件數,一般扣除額百分比,薪資扣除額件數,薪資扣除額百分比,財產交易扣除件數,財產交易扣除百分比,儲蓄特別扣除件數,儲蓄特別扣除百分比,分離課稅所得件數,分離課稅所得百分比,投資抵減稅額件數,投資抵減稅額百分比,應納稅額件數,應納稅額百分比,計稅方式件數,計稅方式百分比,自繳稅額件數,自繳稅額百分比",http://www.fia.gov.tw/public/Attachment/572114465471.CSV,CSV,UTF-8
17558,綜合所得稅申報資料內容不合邏輯戶數各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/17558,"縣市別,納稅單位,錯誤合計戶數,錯誤合計百分比,錯誤合計件數,錯誤合計百分比,所得總額件數,所得總額百分比,免稅人數件數,免稅人數百分比,身心障礙扣除額件數,身心障礙扣除額百分比,一般扣除額件數,一般扣除額百分比,薪資扣除額件數,薪資扣除額百分比,財產交易扣除件數,財產交易扣除百分比,儲蓄特別扣除件數,儲蓄特別扣除百分比,分離課稅所得件數,分離課稅所得百分比,投資抵減稅額件數,投資抵減稅額百分比,應納稅額件數,應納稅額百分比,計稅方式件數,計稅方式百分比,自繳稅額件數,自繳稅額百分比",http://www.fia.gov.tw/public/Attachment/572114464471.CSV,CSV,UTF-8
17559,綜合所得稅申報與核定之應納與應補退稅戶數金額10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17559,"分位別,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/572114404071.CSV,CSV,UTF-8
17560,綜合所得稅申報與核定之應納與應補退稅戶數金額20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17560,"分位別,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/572114405071.CSV,CSV,UTF-8
17561,綜合所得稅申報與核定之應納與應補退稅戶數金額5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/17561,"分位別,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/572114402671.CSV,CSV,UTF-8
17562,綜合所得稅申報與核定之應納與應補退稅戶數金額各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/17562,"級距：萬元,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/572114401271.CSV,CSV,UTF-8
17563,綜合所得稅申報與核定之應納與應補退稅戶數金額各級距申報統計表-縣市別：宜蘭縣,財政部財政資訊中心,data.gov.tw/node/17563,"級距：萬元,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/57211462971.CSV,CSV,UTF-8
17564,綜合所得稅申報與核定之應納與應補退稅戶數金額各級距申報統計表-縣市別：花蓮縣,財政部財政資訊中心,data.gov.tw/node/17564,"級距：萬元,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/57211483671.CSV,CSV,UTF-8
17565,綜合所得稅申報與核定之應納與應補退稅戶數金額各級距申報統計表-縣市別：金門縣,財政部財政資訊中心,data.gov.tw/node/17565,"級距：萬元,納稅單位,應納稅額申報,應納稅額核定,應納稅額,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額申報,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額核定,基本稅額與一般所得稅額之差額扣抵海外已繳納所得稅可扣抵稅額後之餘額差額,退稅案件申退件數,退稅案件申退金額,退稅案件核退件數,退稅案件核退金額,補稅案件申報自繳件數,補稅案件申報自繳金額,補稅案件核定補稅件數,補稅案件核定補稅金額,不退補案件申報件數,不退補案件核定件數",http://www.fia.gov.tw/public/Attachment/57211491271.CSV,CSV,UTF-8
